eid,eff_doi,title,source,doctype,abstract_status,decision,reason_category,confidence,judged_on,mechanism_family,study_type,performance_reported,one_line
2-s2.0-105033982139,10.3389/fbuil.2026.1788657,Multi-criteria performance assessment of an adaptive kinetic photovoltaic shading system,Frontiers in Built Environment,Article,ok,include,,high,abstract,origami-deployable,simulation,multiple,facade + physical movement (shading devices into bifurcated folding)
2-s2.0-105039709363,10.1155/ina/9959278,"Deep Reinforcement Learning–Based Multiobjective Control of Hybrid Building Envelopes: Integrating Adaptive Façades, Passive Radiative Cooling, and Indoor Air Quality Management Across Iranian Climates",Indoor Air,Article,ok,include,,high,abstract,origami-deployable,simulation,multiple,facade + physical movement (deployable; operable window)
2-s2.0-105028162151,10.1051/epjpv/2025026,Vehicle integrated photovoltaics module architecture optimization under dynamic shading,EPJ Photovoltaics,Article,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-105029808836,10.3389/fbuil.2025.1753356,Adaptive high-performance and multifunctional façade systems,Frontiers in Built Environment,Article,ok,include,,high,abstract,origami-deployable,prototype,multiple,facade + physical movement (kinetic shad; reconfigurable façade)
2-s2.0-105035721791,10.1007/978-981-95-1826-5_41,Dynamic Ventilated Façades for Lightweight Buildings: A Strategy for Mitigating Overheating,Lecture Notes in Civil Engineering,Conference Paper,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-105038361506,10.63044/w26xio184,Environmentally Responsive Shading Structures with Sensor-Based Prefabricated Mechanical Systems,ASHRAE Transactions,Conference Paper,ok,include,,high,abstract,unclear,experiment,multiple,"facade + physical movement (adjust shading component; shading structure, dynamically adjusting)"
2-s2.0-105021080659,10.1016/j.enbuild.2025.116677,Smart Readiness Indicator metric for building envelope structures,Energy and Buildings,Article,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-105028619059,10.3390/buildings16020366,Assessment and Numerical Modeling of the Thermophysical Efficiency of Newly Developed Adaptive Building Envelopes Under Variable Climatic Impacts,Buildings,Article,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-105020666081,10.1007/978-3-032-03769-5_17,Enhancing Customer Perceptions and Satisfaction Towards AI Driven Windows Facade Market in South India,Lecture Notes in Networks and Systems,Conference Paper,ok,include,,high,abstract,unclear,simulation,multiple,facade + physical movement (facade adjustments)
2-s2.0-105034853758,10.1007/978-3-032-00461-1_15,Emerging Applications of Conducting Polymer in Modern Architecture,Springer Series on Polymer and Composite Materials,Book Chapter,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-105033272638,10.3389/fbuil.2026.1756470,Deformability of perforated bending-active façade plates,Frontiers in Built Environment,Article,ok,include,,high,abstract,origami-deployable,simulation,energy,facade + physical movement (actuator; scissor)
2-s2.0-105018669060,10.1016/j.buildenv.2025.113861,Energy performance and optimal design of three typical dynamic photovoltaic façade systems for office buildings in hot-summer- cold-winter climate zone,Building and Environment,Article,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-105032131255,10.3389/fbuil.2025.1738453,CNC-knitted textiles for adaptive building envelopes: material programming and interdisciplinary design strategies,Frontiers in Built Environment,Article,ok,include,,high,abstract,origami-deployable,experiment,none,facade + physical movement (deployable)
2-s2.0-105033682453,10.53898/josse2025548,A Systematic Review of Kinetic Architecture as a Strategy for Improving Thermal Comfort in Office Buildings in Hot-Dry Climates,Journal of Studies in Science and Engineering,Article,ok,exclude,not_facade,high,abstract,,,,off-topic review
2-s2.0-105031576063,10.1080/13467581.2026.2633017,Integrated two-stage optimization of façade adaptation and renewable systems for indoor comfort in NZEBs,Journal of Asian Architecture and Building Engineering,Article,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-105031866483,10.1007/s40974-026-00405-y,A data-driven multi-objective optimization to tailor the impact of orientation on cooling loads of residential building in hot climate,Energy Ecology and Environment,Article,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-105028227685,10.1126/scirobotics.ady7233,Architectural swarms for responsive façades and creative expression,Science Robotics,Article,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-105030534261,10.1108/sasbe-05-2025-0218,From nature to structure: advancing building efficiency with biomimicry-inspired green façades,Smart and Sustainable Built Environment,Article,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-105023586208,10.1007/978-3-032-06806-4_93,Use of Digital Twin Tools to Improve Residential House Performance,Lecture Notes in Civil Engineering,Conference Paper,ok,exclude,facade_no_movement,high,abstract,,,,"thermal-dynamic, no moving part (phase change material)"
2-s2.0-105034407954,10.1016/j.foar.2026.01.009,"Optimising thermal performance of steel façades through self-shading: Calibration, sensitivity analysis, and climatic implications",Frontiers of Architectural Research,Article,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-105034936501,10.1016/j.enbenv.2026.02.006,Targeting integrated daylighting comfort in deep office by multi-objective optimization using partial vertical deployment of adaptive corrugated shadings,Energy and Built Environment,Article,ok,include,,high,abstract,origami-deployable,simulation,multiple,facade + physical movement (deployment of adaptive corrugated shading; deployment of slats; retraction of trapezoid hybrid shading)
2-s2.0-105031747480,10.1007/978-3-032-14019-7_16,Climate Responsive Form and Facade Design for Educational Spaces to Achieve Net-Zero Energy Building in Dhaka,Lecture Notes in Civil Engineering,Conference Paper,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-105035175870,10.1007/978-3-032-16767-5_63,Integrated IFC Protocols for Sustainable Conservation and Energy Efficiency of Historic Buildings,Rilem Bookseries,Book Chapter,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-105030282749,10.1080/02678292.2026.2627357,Nanofiber-engineered multichromic PDLCs with dynamic pattern switching for advanced adaptive fenestration,Liquid Crystals,Article,ok,exclude,facade_no_movement,high,abstract,,,,"optical/material-state, no geometry (liquid crystal; pdlc)"
2-s2.0-105035611869,10.1007/978-3-032-16381-3_4,Spatial–Angular Distribution of Aerodynamic Coefficients and Static Pressure on Residential Building Facades Under Wind Flow,Lecture Notes in Mechanical Engineering,Conference Paper,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-105020939510,10.1016/j.enbuild.2025.116629,A variable thermal transmittance adaptive wall: comparison between CFD simulations and experimental tests,Energy and Buildings,Article,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-105033474273,10.30822/arteks.v11i1.4973,Energy-efficient building design in tropical climates: A systematic literature review of heat transfer strategies,Arteks Jurnal Teknik Arsitektur,Article,ok,related_review,review,high,abstract,,,,review/secondary on facade topic — kept for intro/benchmark
2-s2.0-105029422297,10.1080/13467581.2026.2620975,Response mechanisms between daylighting performance and skylight design variables in underground public spaces,Journal of Asian Architecture and Building Engineering,Article,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-105029271876,10.1016/j.enbenv.2025.09.001,Human-shading interaction in shared offices: An experimental study,Energy and Built Environment,Article,ok,include,,high,abstract,unclear,experiment,multiple,facade + physical movement (shading with minimal manual adjustment)
2-s2.0-105038495510,10.1007/978-3-032-10546-2_103,Introducing Personalized Environmental Control Systems for Daylighting and Lighting,Lecture Notes in Civil Engineering,Conference Paper,ok,exclude,facade_no_movement,high,abstract,,,,"optical/material-state, no geometry (switchable glaz)"
2-s2.0-105032234655,10.3389/fbuil.2026.1750586,Designing more-than-human thermal comfort: bio-inspired evaporative cooling in porous facade components for cavity-nesting wild bees,Frontiers in Built Environment,Article,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-105026583740,10.1007/978-3-032-14170-5_47,Integrating Carbon Sink and Recycled Materials into Modular Façade Systems,Rilem Bookseries,Book Chapter,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-105039655961,10.1007/s10668-026-07697-4,A comprehensive review of MPPT techniques for photovoltaic systems under uniform shading and partial shading detections,Environment Development and Sustainability,Review,ok,related_review,review,high,abstract,,,,review/secondary on facade topic — kept for intro/benchmark
2-s2.0-105036712690,10.1007/978-981-95-5495-9_17,Research on Visual Comfort Performance Control of Smart Shading Blinds Based on Dynamic Programming Algorithm,Lecture Notes in Civil Engineering,Conference Paper,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-105035885691,10.1007/978-3-032-13469-1_95,Out-Of-Plane Dynamic Analysis of Masonry Façades Interacting with Sidewalls: Comparison of Discrete Macro-Element and Rigid-Block Modelling,Rilem Bookseries,Book Chapter,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-105019519369,10.1007/978-981-96-5527-4_38,Research on Dynamic Envelope Calculation and Application of Metro Engineering Vehicles,Lecture Notes in Mechanical Engineering,Conference Paper,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-105029680047,10.13189/cea.2026.140209,Toward Economically Viable Climate-Responsive Envelope Solutions for Social Housing in Egypt: A Comparative Study,Civil Engineering and Architecture,Article,ok,exclude,facade_no_movement,high,abstract,,,,"thermal-dynamic, no moving part (thermal mass)"
2-s2.0-105035815215,10.1016/j.jare.2026.04.011,Natural flavonoids inhibit plasmid conjugation via iron chelation and zinc-responsive envelope stress,Journal of Advanced Research,Article,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-85164492932,10.1080/2159032x.2023.2228186,The Lost Kinetic Architecture and How to Reintroduce it in the Landscape–The Case Study of the Drainage Windmills in the Vistula Delta,Heritage and Society,Article,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
