eid,doi,title,year,source,doctype,oa_concepts,stage1_decision,reason_category,method,signals
2-s2.0-105024759679,10.1016/j.bspc.2025.109417,"Adaptive weighted CEEMDAN-driven vibroacoustic augmentation and classification for precise, multiclass knee osteoarthritis assessment",2026,Biomedical Signal Processing and Control,Article,Computer science:0.626; Osteoarthritis:0.607; Artificial intelligence:0.573; Pattern recognition (psychology):0.566; Cluster analysis:0.546; Hilbert–Huang transform:0.507; Knee Joint:0.41; Noise reduction:0.408,exclude,biomed_biology,ai_rescreen,soft:adaptive
2-s2.0-105024445764,10.1108/OHI-12-2024-0402,Algorithmic replication of macramé techniques: bridging analog movements with computational design,2026,Open House International,Article,Adaptability:0.683; Computer science:0.582; Luminance:0.527; Bridging (networking):0.461; Parametric statistics:0.445; Computation:0.425; Replication (statistics):0.417; Digitization:0.395,uncertain,motion_no_building,ai,strong:movement
2-s2.0-105037043202,10.3390/buildings16081519,The Development and Performance of a Novel Switchable Shading Device,2026,Buildings,Article,Glazing:0.879; Opacity:0.726; Daylight:0.708; GLARE:0.634; Facade:0.61; Shading:0.581; Illuminance:0.554; Shadow (psychology):0.545,uncertain,facade_no_explicit_motion,ai,bldg:daylight; facade; glazing
2-s2.0-105036811313,10.3390/buildings16081615,"Wind-Sound Synergy and Fractal Design: Intelligent, Adaptive Acoustic Façades for High-Performance, Climate-Responsive Buildings",2026,Buildings,Article,Reverberation:0.642; Fractal:0.564; Wind speed:0.543; Acoustics:0.483; Coupling (piping):0.477; Modulation (music):0.428; Spectral shape analysis:0.421; Computer science:0.41,uncertain,soft_motion_facade,ai,soft:adaptive; intelligent; responsive | bldg:building; façade
2-s2.0-105034762437,10.51461/issn.2309-3072/87.2744,Breathing architecture: Integrating nature and cities,2026,Project Baikal,Article,Process (computing):0.199; Identification (biology):0.195; Computer science:0.191; Product (mathematics):0.186; Work (physics):0.184; Context (archaeology):0.169; Set (abstract data type):0.166; Term (time):0.164,uncertain,building_generic,ai,bldg:architect
2-s2.0-105029437626,10.1016/j.jweia.2026.106373,Advancing tornado-like vortex (TLV) generation in straight-line wind simulators: An LES study,2026,Journal of Wind Engineering and Industrial Aerodynamics,Article,Vortex:0.805; Solver:0.476; Large eddy simulation:0.458; Physics:0.445; Mechanics:0.429; Kinematics:0.397; Computational fluid dynamics:0.389; Flow (mathematics):0.379,exclude,off_topic_lowsignal,ai_rescreen,soft:dynamic
2-s2.0-105033816142,10.1007/s41024-026-00802-0,BIM-BES-based energy performance simulation of library-type buildings considering cold winter/hot summer climate regime with passive strategies,2026,Journal of Building Pathology and Rehabilitation,Article,Facade:0.947; Shading:0.79; Building energy simulation:0.513; Energy (signal processing):0.503; Energy performance:0.502; Environmental science:0.48; Cooling load:0.471; Solar gain:0.42,uncertain,facade_no_explicit_motion,ai,bldg:building; facade
2-s2.0-105029367098,10.1016/j.enbuild.2026.117116,A Non-Invasive stacked ensemble framework with shadow correction for Cost-Effective daylight illuminance prediction in buildings,2026,Energy and Buildings,Article,Daylight:0.871; Computer science:0.645; Adaptability:0.627; Daylighting:0.61; Illuminance:0.483; Shadow (psychology):0.468; Key (lock):0.455; R package:0.425,uncertain,building_generic,ai,bldg:building; daylight
2-s2.0-105032533589,10.1016/j.jobe.2026.115816,Mimosa pudica-inspired phase change-driven reversible building facades for zero-energy thermal management,2026,Journal of Building Engineering,Article,Thermal:0.53; Environmental science:0.524; Deformation (meteorology):0.524; Radiative transfer:0.48; Materials science:0.458; Thermal conductivity:0.443; Facade:0.436; Morphing:0.421,include,kinetic_facade,rule,strong:morph | bldg:building; facade
2-s2.0-105029256420,10.1016/j.applthermaleng.2026.129995,An experimental study on thermal effects in building integrated semi transparent double skin façades for a nearly zero energy building,2026,Applied Thermal Engineering,Article,Thermal:0.627; Environmental science:0.599; Zero-energy building:0.531; Meteorology:0.517; Thermal comfort:0.512; Cavity wall:0.43; Atmospheric sciences:0.426; Solar gain:0.408,uncertain,facade_no_explicit_motion,ai,bldg:building; double skin; façade
2-s2.0-105037211958,10.3390/plants15081236,A Condition-Aware Shading Domain-Adaptive Framework for Robust Chlorophyll Inversion Across Shade Managements in Hopea hainanensis,2026,Plants,Article,Shading:0.85; Canopy:0.537; Mathematics:0.49; Environmental science:0.466; Understory:0.461; Chlorophyll:0.449; Ranging:0.446; Robustness (evolution):0.425,exclude,ecology_agri,ai_rescreen,soft:adaptive
2-s2.0-105037088748,10.3390/solar6020014,Dynamic Optimisation of Façade-Integrated Solar Cooling Elements: Adsorption Cooling Versus Photovoltaic Scenarios,2026,Solar,Article,Photovoltaic system:0.81; Chiller:0.688; Modelica:0.586; Solar air conditioning:0.519; Adsorption:0.517; Water cooling:0.502; Work (physics):0.477; Environmental science:0.474,uncertain,soft_motion_facade,ai,soft:dynamic | bldg:façade
2-s2.0-105035974577,10.3390/buildings16071449,The Impact of Material on Environmental Indicators: An LCA Analysis of 30 Variants of Pitched Roofs,2026,Buildings,Article,Life-cycle assessment:0.69; Carbon footprint:0.658; Roof:0.606; Work (physics):0.567; Environmental science:0.523; Building envelope:0.523; Greenhouse gas:0.499; Environmental impact assessment:0.474,uncertain,facade_no_explicit_motion,ai,bldg:building; envelope
2-s2.0-105036827686,10.3390/automation7020050,Hierarchical Data-Driven and PSO-Based Energy Management of Hybrid Energy Storage Systems in DC Microgrids,2026,Automation,Article,Energy management:0.652; Computer science:0.636; Microgrid:0.624; Particle swarm optimization:0.58; Interfacing:0.577; Energy storage:0.493; Renewable energy:0.466; Robustness (evolution):0.462,exclude,PV_electrical,ai_rescreen,
2-s2.0-105035560431,10.3390/en19071641,Research on an Improved Adaptive Optimization Calculation Method for Dynamic Heat Flux of Building Envelope Based on IFDM-RKF,2026,Energies,Article,Heat flux:0.778; Building envelope:0.659; Envelope (radar):0.593; Thermal conduction:0.568; Thermal:0.514; Computer science:0.443; Boundary (topology):0.436; Coupling (piping):0.432,uncertain,soft_motion_facade,ai,soft:adaptive; dynamic | bldg:building; envelope
2-s2.0-105032353552,10.1016/j.jobe.2026.115775,Optimizing air-layer thickness for enhanced thermal regulation in dynamic PCM wall systems: An experimental study,2026,Journal of Building Engineering,Article,Materials science:0.71; Thermal:0.579; Composite material:0.497; Mechanical engineering:0.289; Structural engineering:0.28; Thermal conductivity:0.267; Heat transfer:0.256; Transient (computer programming):0.252,exclude,thermal_static,rule,thermal:pcm
2-s2.0-105028259989,10.1109/JIOT.2026.3656347,Drone-Supervised Multimodal Sensor Fusion for Infrastructure-Based Vehicle Detection in Bird's Eye View,2026,IEEE Internet of Things Journal,Article,Computer science:0.776; Artificial intelligence:0.69; Computer vision:0.611; Radar:0.558; Sensor fusion:0.534; Object detection:0.456; Ground truth:0.41; Intersection (aeronautics):0.405,exclude,other_nonbuilding,rule,other_nonbuilding:vehicle detection
2-s2.0-105034988107,10.21608/mid.2025.405064.3027,Emergence of multidrug resistant opportunistic pathogens: A study on Gram negative isolates from cancer patients,2026,Microbes and Infectious Diseases,Article,Gram:0.768; Multiple drug resistance:0.726; Microbiology:0.511; Opportunistic pathogen:0.478; Biology:0.423; Gram-negative bacteria:0.418; Medicine:0.385; Drug resistance:0.284,exclude,medical_graphics,rule,medical_graphics:patient
2-s2.0-105034756776,10.5935/jetia.v12i58.3207,RED-TAILED HAWK (RTH) ALGORITHM FOR OPTIMAL PV RECONFIGURATION IN IRRIGATION SYSTEMS UNDER PARTIAL SHADING CONDITIONS,2026,Journal of Engineering and Technology for Industrial Applications,Article,Photovoltaic system:0.802; Control reconfiguration:0.543; Water pumping:0.524; Reliability (semiconductor):0.5; Shading:0.497; Maximum power principle:0.468; Power (physics):0.425; Point (geometry):0.421,exclude,PV_electrical,rule,PV_electrical:pv
2-s2.0-105027730165,10.1016/j.est.2026.120555,Replacing natural aggregates with phase change material-based 3D printed aggregates in concrete for structural function and dual thermal energy storage,2026,Journal of Energy Storage,Article,Materials science:0.693; Cementitious:0.651; Thermal energy storage:0.635; Thermal conductivity:0.504; Thermal:0.492; Composite material:0.486; Mortar:0.47; Aggregate (composite):0.437,exclude,thermal_static,rule,thermal:phase change material; thermal energy storage
2-s2.0-105029086300,10.1016/j.enbuild.2026.117066,Self-Powered dynamic Façades using thermoelectric generators and phase change materials,2026,Energy and Buildings,Article,Fresnel lens:0.733; Materials science:0.725; Voltage:0.624; Thermoelectric generator:0.53; Thermal:0.474; Phase-change material:0.46; Optoelectronics:0.454; Environmental science:0.454,uncertain,soft_motion_facade,ai,soft:dynamic | bldg:façade
2-s2.0-105028592145,10.1016/j.buildenv.2026.114295,From greenwashing to grounded practice: A context-specific biophilic design framework for hot arid climates,2026,Building and Environment,Article,Environmental resource management:0.589; Ecological design:0.54; Sustainability:0.535; Microclimate:0.492; Urban design:0.469; Architectural engineering:0.466; Conceptual framework:0.426; Built environment:0.411,uncertain,building_generic,ai,bldg:architect
2-s2.0-105029407767,10.1016/j.energy.2026.140161,Improved superhydrophobic surface for new phase-change thermal diode in building thermal management,2026,Energy,Article,Thermal conductivity:0.746; Materials science:0.744; Diode:0.609; Thermal:0.604; Building envelope:0.59; Thermal resistance:0.473; Rectification:0.47; Etching (microfabrication):0.468,uncertain,facade_no_explicit_motion,ai,bldg:building; envelope
2-s2.0-105026838347,10.1016/j.renene.2026.125193,A reinforcement learning-based Synergistic Hybrid Evolutionary Algorithm for multi-angle shipboard photovoltaic system MPPT under dynamic navigational shading,2026,Renewable Energy,Article,Computer science:0.626; Population:0.565; Reinforcement learning:0.521; Evolutionary algorithm:0.518; Photovoltaic system:0.508; Maximum power point tracking:0.486; Particle swarm optimization:0.465; Mathematical optimization:0.464,exclude,PV_electrical,rule,PV_electrical:mppt; photovoltaic
2-s2.0-105028922736,10.1016/j.enbuild.2026.117021,Performance optimization of parametric hexagonal façade openings for natural ventilation and cooling load reduction in high-rise buildings,2026,Energy and Buildings,Article,Airflow:0.805; Cooling load:0.672; Computational fluid dynamics:0.654; Natural ventilation:0.6; Ventilation (architecture):0.539; Intensity (physics):0.494; Passive cooling:0.472; Thermal:0.468,uncertain,soft_motion_facade,ai,soft:dynamic | bldg:architect; building; façade
2-s2.0-105030482063,10.1016/j.conbuildmat.2026.145664,Multicomponent optimization design and thermal conductivity prediction model for phase-change microcapsule rubber concrete,2026,Construction and Building Materials,Article,Thermal conductivity:0.826; Materials science:0.819; Composite material:0.689; Natural rubber:0.492; Thermal conduction:0.475; Ternary operation:0.459; Thermal energy storage:0.445; Thermal diffusivity:0.414,exclude,thermal_static,rule,thermal:thermal energy storage
2-s2.0-105033364612,10.30822/arteks.v11i1.4857,Adaptive facade systems: classification proposal and bibliometric analysis developed through systematic literature review,2026,Arteks Jurnal Teknik Arsitektur,Article,Systematic review:0.68; Daylight:0.646; Context (archaeology):0.598; Scope (computer science):0.584; Computer science:0.573; Field (mathematics):0.566; Data science:0.485; Bibliometrics:0.452,uncertain,soft_motion_facade,ai,soft:adaptive | bldg:daylight; facade
2-s2.0-105034324352,10.3390/su18063052,Daylight Evaluation of Static and Kinetic Horizontal Shading Systems for Sustainable Visual Comfort: Experimental Illuminance Measurements and Calibrated Simulation,2026,Sustainability Switzerland,Article,Daylight:0.903; GLARE:0.855; Illuminance:0.805; Luminance:0.79; Shading:0.664; Daylighting:0.541; Environmental science:0.534; Calibration:0.488,include,kinetic_facade,rule,strong:kinetic | bldg:daylight; shading system
2-s2.0-105030487037,10.1016/j.rineng.2026.109601,The FlectoLine module: Transferring glass fiber-reinforced polymer/elastomer hybrid composites to responsive architectural outdoor applications,2026,Results in Engineering,Article,Robustness (evolution):0.707; Scalability:0.493; Computer science:0.451; Automotive engineering:0.431; Photovoltaic system:0.388; Mechanical engineering:0.384; Programmable logic controller:0.363; Extensibility:0.346,uncertain,soft_motion_facade,ai,soft:responsive | bldg:architect
